ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
VLTO,0.0,Veralto Corp,63.7,Industrials,Pollution & Treatment Controls,80.0,50.0,36.0,90.0,65.0,89.5,22181980160.0,15.0,1.0,False,down,12.9,False,0.0,4.8,False,0.0,2.1,2.3,False,110.11,-18.7,1.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.93, 'current_ratio': 1.67, 'operating_margin_pct': 22.7}","{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}",109.35,138.0,97.0,17.0,buy,22.2,71.57,-20.0,45.87,-48.7,3.68,3.32,0.58,12.2,,False,,13.2,12.2,15.0,2026-04-28,False,True,6.0,NEUTRAL,5.51,76.0,1.61,,,,,,50.0,0.0,0.0,15.0,19.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,247.3,38.0,34.1,15.0,False,down,1.0,0.0,False,0.0,False,0.0,0.0,,21.0,,Sin datos suficientes,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,56.18000000000001,5.0,0.0,3.0,0.0,0.0,3.0,2.78,1.0,2.0,36,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
RACE,0.0,Ferrari N.V.,61.7,Consumer Cyclical,Auto Manufacturers,65.0,60.0,36.0,90.0,65.0,351.89,62577278976.0,15.0,9.5,False,up,-7.8,True,1.0,0.6,True,1.0,3.2,5.2,False,519.1,-32.2,1.0,False,"{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': -7.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",446.57,537.7,405.52,14.0,strong_buy,26.9,69.96,-80.1,104.5,-70.3,1.34,4.75,1.22,33.3,0.63,True,-1.25,51.1,-0.2,21.0,2026-05-05,False,True,9.0,STRONG,3.3,38.6,,,,,,,50.0,10.5,0.0,15.0,18.5,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,155.7,20.0,33.5,15.0,False,up,9.5,2.0,True,1.0,True,1.0,5.0,,21.0,,Sin datos suficientes,9.5,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,56.18,0.0,0.0,0.0,0.0,3.0,0.0,3.36,3.0,10.0,84,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
ROP,0.0,"Roper Technologies, Inc.",63.3,Technology,Software - Application,100.0,50.0,24.0,60.0,70.0,343.15,35319574528.0,15.0,7.1,False,down,29.4,True,1.0,9.3,False,0.0,2.6,1.7,False,584.03,-41.2,0.0,False,"{'roe_pct': 7.9, 'debt_to_equity': 0.48, 'current_ratio': 0.52, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': 29.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.4}",461.25,550.0,365.0,16.0,buy,34.4,304.51,-11.3,142.1,-58.6,6.0,20.69,1.06,23.2,0.57,False,,7.0,-5.1,9.0,2026-04-23,False,True,6.0,NEUTRAL,5.07,1441.1,,BULLISH,0.0,60.0,1.0,0.0,50.0,3.0,0.0,15.0,19.0,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,102.4,20.0,34.0,15.0,False,down,7.1,0.0,True,1.0,False,0.0,2.0,18,21.0,19.0,Bottom 25%,3.8,-3.0,0.0,-5.0,-5.0,5.0,0.0,0.0,5.0,False,2/3,54.92,0.0,0.0,6.0,0.0,0.0,0.0,4.3,3.0,2.0,8,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
OTIS,0.0,Otis Worldwide Corporation,67.0,Industrials,Specialty Industrial Machinery,100.0,70.0,36.0,45.0,55.0,79.95,31157780480.0,15.0,0.0,False,down,53.9,True,1.0,13.3,True,1.0,3.4,2.9,False,101.42,-21.2,1.0,False,"{'current_ratio': 0.85, 'operating_margin_pct': 15.6}","{'eps_growth_yoy': 53.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.6}",100.08,120.0,80.0,13.0,hold,25.2,93.14,16.5,47.25,-40.9,5.12,4.1,2.1,47.1,1.46,True,-2.6,5.2,5.4,8.0,2026-04-22,False,True,6.0,NEUTRAL,5.75,171.1,1.24,,,,,,50.0,12.100000000000001,0.0,15.0,20.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MEGA_FLOAT,388.0,28.0,35.1,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,2,21.0,95.2,Top 10%,61.0,5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.849999999999994,5.0,0.0,6.0,3.0,3.0,3.0,3.15,3.0,2.0,12,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
HEI,0.0,Heico Corporation,62.2,Industrials,Aerospace & Defense,80.0,50.0,36.0,80.0,65.0,289.17,40344539136.0,15.0,9.0,False,down,21.3,False,0.0,7.4,False,0.0,1.1,0.8,False,361.69,-20.1,1.0,False,"{'roe_pct': 16.6, 'debt_to_equity': 0.5, 'current_ratio': 3.06, 'operating_margin_pct': 22.2}","{'eps_growth_yoy': 21.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.4}",358.42,417.0,282.0,19.0,buy,23.9,273.25,-5.5,63.25,-78.1,1.71,12.53,0.08,4.8,0.1,False,,8.3,12.5,44.0,2026-05-27,False,False,8.0,STRONG,2.37,52.3,3.65,,,,,,50.0,3.700000000000003,0.0,15.0,18.7,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,122.4,25.0,33.7,15.0,False,down,9.0,0.0,False,0.0,False,0.0,0.0,,21.0,,Sin datos suficientes,9.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.779999999999994,5.0,0.0,0.0,0.0,0.0,3.0,2.99,1.0,10.0,84,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
AUTO.L,0.0,AUTOTRADER GROUP PLC ORD 1P,57.5,Communication Services,Internet Content & Information,60.0,50.0,30.0,100.0,60.0,467.3,3844954112.0,,,,,,,0.0,,,0.0,,,False,920.0,-49.2,0.0,False,"{'roe_pct': 51.6, 'debt_to_equity': 0.1, 'current_ratio': 1.77, 'operating_margin_pct': 62.3}",{'profit_margin_pct': 47.7},675.75,890.0,470.0,16.0,hold,44.6,6.31,-98.6,3.6,-99.2,6.6,0.31,2.3,31.9,0.99,,,,4.4,38.0,2026-05-21,False,False,8.0,STRONG,9.08,668.8,1.1,,,,,,50.0,0.0,0.0,15.0,17.2,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,859.8,38.0,32.2,,,,,0.0,,0.0,,0.0,0.0,11,21.0,52.4,Medio,22.5,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,54.6,-3.0,0.0,6.0,3.0,0.0,1.0,5.58,3.0,10.0,1,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
KO,0.0,Coca-Cola Company (The),58.7,Consumer Defensive,Beverages - Non-Alcoholic,55.0,50.0,58.7,80.0,60.0,77.47,333442744320.0,35.0,39.7,False,up,-31.8,False,0.0,6.2,False,0.0,1.1,2.8,False,82.0,-5.5,6.0,False,"{'roe_pct': 43.3, 'debt_to_equity': 1.4, 'current_ratio': 1.46, 'operating_margin_pct': 24.7}","{'eps_growth_yoy': -31.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}",83.67,90.0,71.38,23.0,buy,8.0,,,30.4,-60.8,-0.44,-0.34,2.66,67.1,2.9,True,-0.22,10.7,3.6,14.0,2026-04-28,False,True,7.0,NEUTRAL,4.8,91.1,6.23,,,,,,50.0,42.6,0.0,15.0,17.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,3872.3,3.0,32.6,35.0,False,up,39.7,2.0,False,0.0,False,0.0,0.0,5,21.0,81.0,Top 25%,43.7,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,54.480000000000004,0.0,0.0,-5.0,3.0,3.0,1.0,1.0,0.0,5.0,40,1,Berkshire Hathaway (Buffett),,0.0,22.37,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.5% from high) - wait for pullback,-5.5,NEUTRAL,BUY,False
ITRK.L,0.0,INTERTEK GROUP PLC ORD 1P,53.2,Industrials,Specialty Business Services,55.0,50.0,30.0,75.0,70.0,3763.0,5777044992.0,,,,,,,0.0,,,0.0,,,False,5150.0,-26.9,0.0,False,"{'roe_pct': 28.2, 'debt_to_equity': 1.46, 'current_ratio': 1.08, 'operating_margin_pct': 18.5}",{'profit_margin_pct': 10.0},5229.72,6200.0,4150.0,18.0,buy,39.0,34.73,-99.1,21.6,-99.4,6.27,2.36,4.33,74.0,2.58,,,,-5.7,109.0,2026-07-31,False,False,4.0,NEUTRAL,7.52,63.8,,,,,,,50.0,6.0,0.0,15.0,16.0,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",HIGH_FLOAT,150.9,20.0,31.0,,,,,0.0,,0.0,,0.0,0.0,16,21.0,28.6,Bajo 50%,9.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,54.08,5.0,0.0,6.0,5.0,0.0,0.0,4.88,3.0,0.0,30,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
VRSN,0.0,"VeriSign, Inc.",57.8,Technology,Software - Infrastructure,75.0,50.0,46.7,50.0,60.0,259.78,24081606656.0,35.0,35.8,False,up,3.5,False,0.0,5.7,False,0.0,2.7,2.5,False,310.6,-16.4,3.0,False,"{'current_ratio': 0.49, 'operating_margin_pct': 67.0}","{'eps_growth_yoy': 3.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 49.8}",280.75,305.0,250.0,4.0,buy,8.1,190.51,-26.7,103.96,-60.0,3.42,8.98,1.25,26.2,,True,-3.66,14.9,8.3,10.0,2026-04-23,False,True,8.0,STRONG,4.57,512.5,2.15,,,,,,50.0,14.299999999999997,0.0,15.0,17.3,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,90.9,20.0,32.3,35.0,False,up,35.8,2.0,False,0.0,False,0.0,0.0,12,21.0,47.6,Bajo 50%,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,53.519999999999996,0.0,0.0,3.0,0.0,3.0,3.0,1.01,0.0,10.0,21,1,Berkshire Hathaway (Buffett),,0.0,5.779999999999999,🔵 DECENT,🟡 Average,,,,,,,
CB,0.0,Chubb Limited,73.8,Financial Services,Insurance - Property & Casualty,100.0,60.0,65.1,65.0,60.0,327.91,128245997568.0,60.0,53.6,False,up,141.2,True,1.0,13.8,False,0.0,1.0,2.2,False,345.67,-5.1,6.0,False,"{'roe_pct': 14.3, 'debt_to_equity': 0.31, 'current_ratio': 0.38, 'operating_margin_pct': 24.2}","{'eps_growth_yoy': 141.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.3}",342.09,385.0,286.0,23.0,buy,4.3,1228.08,274.5,716.47,118.5,9.46,31.24,1.18,14.9,1.49,True,-2.88,18.1,19.5,8.0,2026-04-21,False,True,6.0,NEUTRAL,9.11,,0.4,,,,,,50.0,46.1,0.0,15.0,22.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,353.6,3.0,37.1,60.0,False,up,53.6,2.0,True,1.0,False,0.0,2.0,8,21.0,66.7,Medio,27.7,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,53.519999999999996,0.0,0.0,8.0,0.0,3.0,5.0,0.54,-3.0,2.0,,0,,,0.0,23.88,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.1% from high) - wait for pullback,-5.1,NEUTRAL,BUY,False
PG,0.0,Procter & Gamble Company (The),63.2,Consumer Defensive,Household & Personal Products,80.0,60.0,38.7,70.0,60.0,145.16,339200245760.0,15.0,11.9,False,flat,14.6,False,0.0,12.3,False,0.0,1.2,2.4,False,171.65,-15.4,2.0,False,"{'roe_pct': 31.6, 'debt_to_equity': 0.69, 'current_ratio': 0.72, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': 14.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}",164.95,186.0,142.0,22.0,buy,13.6,83.91,-42.2,67.5,-53.5,3.91,5.7,2.91,61.9,2.46,True,-1.64,25.4,-3.8,10.0,2026-04-24,False,True,6.0,NEUTRAL,5.79,88.2,,,,,,,50.0,1.0,0.0,15.0,19.0,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,2319.8,28.0,34.0,15.0,False,flat,11.9,0.0,False,0.0,False,0.0,0.0,13,21.0,42.9,Bajo 50%,17.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.28,0.0,0.0,3.0,3.0,3.0,0.0,1.7,0.0,2.0,25,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
TJX,0.0,"TJX Companies, Inc. (The)",84.4,Consumer Cyclical,Apparel Retail,100.0,90.0,73.1,75.0,60.0,161.6,179451478016.0,80.0,82.2,False,up,71.1,True,1.0,35.3,True,1.0,1.1,2.8,False,165.82,-2.5,8.0,True,"{'roe_pct': 59.1, 'debt_to_equity': 1.32, 'current_ratio': 1.14, 'operating_margin_pct': 13.3}","{'eps_growth_yoy': 71.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}",171.78,193.0,100.0,18.0,strong_buy,6.3,138.23,-14.5,135.59,-16.1,2.17,3.52,1.19,33.9,1.31,True,-1.41,99.6,27.9,36.0,2026-05-20,False,False,7.0,NEUTRAL,3.96,36.2,1.02,,,,,,50.0,62.3,0.0,15.0,25.3,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,1104.0,3.0,40.3,80.0,False,up,82.2,5.0,True,1.0,True,1.0,5.0,,21.0,,Sin datos suficientes,82.2,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,53.260000000000005,0.0,0.0,0.0,0.0,3.0,5.0,0.79,-3.0,5.0,77,0,,,0.0,38.44,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-2.5% from high) - poor entry point,-2.5,NEUTRAL,STRONG_BUY,False
FDS,0.0,FactSet Research Systems Inc.,50.2,Financial Services,Financial Data & Stock Exchanges,55.0,50.0,15.0,85.0,55.0,211.6,7850203648.0,15.0,6.3,False,down,-10.4,False,0.0,4.4,False,0.0,11.2,3.6,True,474.79,-55.4,0.0,False,"{'roe_pct': 28.1, 'debt_to_equity': 0.73, 'current_ratio': 1.43, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': -10.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.5}",253.31,380.0,200.0,16.0,hold,19.7,238.4,12.7,155.3,-26.6,7.52,16.2,2.08,28.3,0.96,True,-6.24,14.2,-1.8,72.0,2026-06-25,False,False,6.0,NEUTRAL,8.66,187.1,,,,,,,50.0,3.1000000000000014,0.0,15.0,15.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,36.3,20.0,30.1,15.0,False,down,6.3,0.0,False,0.0,False,0.0,0.0,7,21.0,71.4,Medio,31.8,0.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,52.68,0.0,0.0,6.0,3.0,3.0,0.0,2.46,1.0,2.0,4,0,,WATCH,6.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
TT,0.0,Trane Technologies plc,58.8,Industrials,Building Products & Equipment,50.0,50.0,66.6,80.0,60.0,465.71,103266074624.0,60.0,70.2,False,up,-0.1,False,0.0,9.7,False,0.0,1.8,2.6,False,479.37,-2.8,7.0,True,"{'roe_pct': 37.0, 'debt_to_equity': 0.63, 'current_ratio': 1.25, 'operating_margin_pct': 15.5}","{'eps_growth_yoy': -0.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.7}",477.49,559.0,394.0,21.0,buy,2.5,128.7,-72.4,131.3,-71.8,1.87,8.75,0.9,28.6,1.21,True,-1.43,17.2,-0.3,16.0,2026-04-30,False,True,9.0,STRONG,3.66,102.0,,,,,,,50.0,26.6,0.0,15.0,17.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.4x ratio, 55% up volume)",UNKNOWN,,20.0,32.6,60.0,False,up,70.2,2.0,False,0.0,False,0.0,0.0,,21.0,,Sin datos suficientes,70.2,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,52.519999999999996,5.0,0.0,0.0,0.0,3.0,0.0,0.31,-3.0,10.0,56,0,,,0.0,31.38,🔵 DECENT,🟡 Average,,,,,,,
HESAY,0.0,Hermes International SA,58.0,Consumer Cyclical,Luxury Goods,60.0,50.0,36.0,95.0,60.0,205.41,215342743552.0,15.0,5.1,False,down,,,0.0,,,0.0,,,False,294.72,-30.3,0.0,False,"{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}",{'profit_margin_pct': 28.3},298.67,308.0,288.0,3.0,none,45.4,56.7,-72.4,50.1,-75.6,1.88,3.85,1.02,31.3,0.59,,,,0.9,107.0,2026-07-29,False,False,8.0,STRONG,58.81,37.5,18.09,,,,,,50.0,0.0,0.0,15.0,17.4,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEDIUM_FLOAT,34.3,35.0,32.4,15.0,False,down,5.1,0.0,,0.0,,0.0,0.0,,21.0,,Sin datos suficientes,5.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,52.2,0.0,0.0,0.0,0.0,0.0,1.0,5.68,3.0,10.0,34,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
JNJ,0.0,Johnson & Johnson,74.8,Healthcare,Drug Manufacturers - General,75.0,70.0,80.3,85.0,60.0,238.46,574664540160.0,80.0,76.4,False,up,-53.5,True,2.0,12.2,True,1.0,1.0,2.9,False,251.71,-5.3,7.0,True,"{'roe_pct': 35.0, 'debt_to_equity': 0.6, 'current_ratio': 1.03, 'operating_margin_pct': 24.0}","{'eps_growth_yoy': -53.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 28.5}",241.92,285.0,155.0,24.0,buy,1.4,292.86,22.8,331.2,38.9,2.89,6.91,2.18,46.6,2.77,True,-1.04,34.6,34.0,0.0,2026-04-14,True,False,4.0,NEUTRAL,5.56,136.0,0.39,,,,,,50.0,57.4,0.0,15.0,22.4,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,2406.1,3.0,37.4,80.0,False,up,76.4,5.0,True,2.0,True,1.0,8.0,,21.0,,Sin datos suficientes,76.4,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,51.92,-3.0,0.0,0.0,3.0,3.0,5.0,0.18,-3.0,0.0,19,0,,,0.0,26.98,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.3% from high) - wait for pullback,-5.3,NEUTRAL,BUY,False
ZTS,0.0,Zoetis Inc.,55.0,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,60.0,36.0,65.0,65.0,117.86,49751973888.0,15.0,3.2,False,flat,-4.4,False,0.0,7.5,True,1.0,4.1,3.6,False,172.23,-31.6,0.0,False,"{'roe_pct': 66.0, 'debt_to_equity': 2.8, 'current_ratio': 3.03, 'operating_margin_pct': 34.7}","{'eps_growth_yoy': -4.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",151.0,190.0,130.0,16.0,buy,28.1,71.45,-39.4,60.2,-48.9,3.6,4.26,1.8,33.2,0.9,True,-6.5,16.1,4.3,23.0,2026-05-07,False,False,6.0,NEUTRAL,6.31,42.1,2.56,,,,,,50.0,0.5,0.0,15.0,16.5,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,421.3,23.0,31.5,15.0,False,flat,3.2,0.0,False,0.0,True,1.0,2.0,,21.0,,Sin datos suficientes,3.2,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,50.6,-3.0,0.0,3.0,3.0,3.0,1.0,3.51,3.0,2.0,42,0,,,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
ECL,0.0,Ecolab Inc.,69.1,Basic Materials,Specialty Chemicals,90.0,60.0,46.7,75.0,65.0,273.29,77183598592.0,35.0,37.7,False,flat,40.1,False,0.0,13.6,False,0.0,1.2,1.7,False,309.27,-11.6,5.0,False,"{'roe_pct': 22.5, 'debt_to_equity': 0.92, 'current_ratio': 1.08, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 40.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.9}",319.29,352.0,270.0,21.0,buy,16.8,171.55,-37.2,146.85,-46.3,2.13,5.82,1.01,36.8,1.05,True,-1.02,9.3,20.2,14.0,2026-04-28,False,True,6.0,NEUTRAL,3.34,52.2,1.4,,,,,,50.0,26.700000000000003,0.0,15.0,20.7,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,281.4,18.0,35.7,35.0,False,flat,37.7,0.0,False,0.0,False,0.0,0.0,6,21.0,76.2,Top 25%,32.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,49.64,0.0,0.0,0.0,0.0,3.0,5.0,2.1,1.0,2.0,79,0,,,0.0,20.41,⚪ WEAK,🟡 Average,,,,,,,
